Time,Throttle,RPM,Thrust,Fuel
346.26,87.1,5885,5.62,425.91
346.35,87.1,5853,5.62,425.2
346.43,87.1,5854,5.68,424.51
346.52,87.1,5890,5.75,425.77
346.61,87.1,5895,5.73,427.45
346.7,87.1,5849,5.65,425.96
346.78,87.1,5838,5.57,424.79
346.87,87.1,5849,5.58,426.04
346.96,87.1,5879,5.57,425.67
347.05,87.1,5859,5.61,424.92
347.14,87.1,5859,5.68,424.29
347.22,87.1,5885,5.71,425.73
347.31,87.1,5895,5.7,426.56
347.4,87.1,5874,5.69,426.89
347.49,87.1,5911,5.74,427.29
347.58,87.1,5885,5.77,425.79
347.66,87.1,5864,5.77,425.7
347.75,87.1,5864,5.79,425.57
347.84,87.1,5884,5.8,425.48
347.93,87.1,5890,5.83,423.94
348.01,87.1,5922,5.82,426.07
348.1,87.1,5889,5.78,425.73
348.19,87.1,5895,5.78,425.06
348.28,87.1,5895,5.81,424.22
348.37,87.1,5880,5.82,424.18
348.45,87.1,5871,5.79,425.14
348.54,87.1,5886,5.76,425.49
348.63,87.1,5880,5.75,423.8
348.72,87.1,5869,5.73,424.46
348.8,87.1,5891,5.73,426.23
348.89,87.1,5828,5.67,426.09
348.98,87.1,5813,5.65,425.56
349.07,87.1,5813,5.66,425.34
349.16,87.1,5864,5.7,424.73
349.25,87.1,5848,5.7,425.24
349.33,87.1,5884,5.67,425.76
349.42,87.1,5854,5.71,426.87
349.51,87.1,5875,5.76,427.07
349.6,87.1,5854,5.73,425.46
349.68,87.1,5834,5.67,424.42
349.77,87.1,5804,5.68,425.87
349.86,87.1,5823,5.73,426.32
349.95,87.1,5818,5.8,425.17
350.03,87.1,5849,5.81,426.11
350.12,87.1,5864,5.84,426.16
350.21,87.1,5850,5.78,426.04
350.3,87.1,5834,5.74,425.02
350.39,87.1,5823,5.73,426.1
350.47,87.1,5808,5.77,427.46
350.56,87.1,5869,5.8,426.85
350.65,87.1,5849,5.79,427.2
350.74,87.1,5844,5.74,425.63
350.83,87.1,5851,5.75,426.72
350.91,87.1,5808,5.75,424.88
351,87.1,5824,5.72,422.55
351.09,87.1,5803,5.65,423.62
351.18,87.1,5792,5.64,424.49
351.27,87.1,5792,5.66,425.39
351.35,87.1,5813,5.66,425.63
351.44,87.1,5823,5.66,425.97
351.53,87.1,5844,5.69,426.05
351.62,87.1,5823,5.7,425.68
351.71,87.1,5833,5.69,424.63
351.79,87.1,5822,5.7,424.53
351.88,87.1,5833,5.72,423.84
351.97,87.1,5870,5.72,424.48
352.06,87.1,5854,5.73,423.84
352.14,87.1,5884,5.78,424.54
352.23,87.1,5854,5.84,425.71
352.32,87.1,5845,5.81,424.63
352.41,87.1,5808,5.74,424.65
352.5,87.1,5823,5.7,424.15
352.58,87.1,5827,5.72,424.36
352.67,87.1,5818,5.74,424.54
352.76,87.1,5818,5.73,426.01
352.85,87.1,5834,5.67,425.48
352.93,87.1,5803,5.64,425.57
353.02,87.1,5828,5.65,424.92
353.11,87.1,5833,5.68,424.97
353.2,87.1,5838,5.64,425.03
353.29,87.1,5864,5.63,424.89
353.37,87.1,5853,5.67,424.67
353.46,87.1,5828,5.64,424.14
353.55,87.1,5844,5.62,425.46
353.64,87.1,5906,5.69,425.61
353.73,87.1,5875,5.73,425.08
353.81,87.1,5849,5.7,424.44
353.9,87.1,5859,5.73,424.13
353.99,87.1,5859,5.72,424.7
354.08,87.1,5874,5.69,422.38
354.17,87.1,5834,5.74,421.97
354.25,87.1,5843,5.75,423.68
354.34,87.1,5818,5.68,423.48
354.43,87.1,5854,5.65,423.02
354.52,87.1,5854,5.68,425.05
354.61,87.1,5895,5.71,426.7
354.69,87.1,5912,5.76,426.38
354.78,87.1,5895,5.76,425.56
354.87,87.1,5849,5.65,425.58
354.96,87.1,5854,5.65,423.46
355.04,87.1,5843,5.69,422.07
355.13,87.1,5838,5.7,422.22
355.22,87.1,5867,5.73,422.33
355.31,87.1,5859,5.77,421.25
355.4,87.1,5878,5.76,423.24
355.48,87.1,5868,5.77,423.22
355.57,87.1,5818,5.83,423.05
355.66,87.1,5895,5.79,422.06
355.75,87.1,5888,5.8,423.67
355.84,87.1,5803,5.71,422.63
355.92,87.1,5829,5.65,421.51
356.01,87.1,5829,5.72,423.02
356.1,87.1,5773,5.71,423.46
356.19,87.1,5854,5.68,423.67
356.27,87.1,5818,5.78,422.96
356.36,87.1,5818,5.8,425.43
356.45,87.1,5813,5.77,426.09
356.54,87.1,5837,5.74,424.62
356.63,87.1,5848,5.75,424.11
356.71,87.1,5857,5.77,424.11
356.8,87.1,5823,5.76,423.72
356.89,87.1,5824,5.73,422.12
356.98,87.1,5823,5.71,421.9
357.06,87.1,5808,5.73,423.02
357.15,87.1,5824,5.69,421.9
357.24,87.1,5828,5.7,423.5
357.33,87.1,5844,5.76,425.49
357.42,87.1,5854,5.8,425.3
357.5,87.1,5874,5.82,424.55
357.59,87.1,5874,5.8,422.99
357.68,87.1,5843,5.79,423.34
357.77,87.1,5859,5.8,424.36
357.86,87.1,5854,5.79,423.67
357.94,87.1,5813,5.74,421.56
358.03,87.1,5833,5.7,420.93
358.12,93.55,5838,5.69,420.81
358.21,93.55,5854,5.71,419.66
358.3,93.55,5854,5.74,422.03
358.38,93.55,5906,5.73,424.48
358.47,93.55,5901,5.77,424.93
358.56,93.55,5885,5.73,421.79
358.65,93.55,5880,5.7,422.52
358.74,93.55,5875,5.75,422.89
358.82,93.55,5898,5.71,423.94
358.91,93.55,5917,5.72,424.27
359,93.55,5929,5.76,425.16
359.09,93.55,5900,5.75,424.91
359.17,93.55,5889,5.71,423.77
359.26,93.55,5906,5.68,422.24
359.35,93.55,5833,5.69,422.35
359.44,93.55,5783,5.58,423.38
359.53,93.55,5843,5.53,424.32
359.61,93.55,5813,5.59,425.26
359.7,93.55,5849,5.61,425.08
359.79,93.55,5859,5.64,424.7
359.88,93.55,5869,5.66,424.16
359.97,93.55,5844,5.71,423.35
360.05,93.55,5886,5.72,422.48
360.14,93.55,5864,5.77,422.89
360.23,93.55,5859,5.78,423.91
360.32,93.55,5874,5.79,424.67
360.4,93.55,5880,5.74,423.72
360.49,93.55,5838,5.68,421.58
360.58,93.55,5817,5.69,421.88
360.67,93.55,5834,5.71,423.08
360.76,93.55,5859,5.75,424.51
360.84,93.55,5874,5.78,423.98
360.93,93.55,5874,5.81,423.31
361.02,93.55,5854,5.79,423.18
361.11,93.55,5828,5.74,423.08
361.2,93.55,5838,5.72,423.23
361.28,93.55,5803,5.72,424.34
361.37,93.55,5808,5.66,424.13
361.46,93.55,5783,5.68,423.88
361.55,93.55,5799,5.65,423.93
361.64,93.55,5844,5.66,424.31
361.72,93.55,5885,5.73,424.91
361.81,93.55,5864,5.72,422.53
361.9,93.55,5885,5.68,421.27
361.99,93.55,5890,5.67,422.24
362.07,93.55,5890,5.7,421.94
362.16,93.55,5900,5.73,422.36
362.25,93.55,5933,5.74,422.91
362.34,93.55,5890,5.72,422.29
362.43,93.55,5901,5.68,422.13
362.51,93.55,5886,5.66,422.61
362.6,93.55,5874,5.62,422.24
362.69,93.55,5842,5.56,421.72
362.78,93.55,5844,5.57,422.39
362.87,93.55,5869,5.65,422.84
362.95,93.55,5874,5.72,422.46
363.04,93.55,5923,5.74,423.15
363.13,93.55,5928,5.73,423.28
363.22,93.55,5865,5.68,421.56
363.3,93.55,5849,5.6,423.29
363.39,93.55,5818,5.55,424
363.48,93.55,5863,5.64,422.05
363.57,93.55,5850,5.75,422.03
363.66,93.55,5864,5.82,423.98
363.74,93.55,5906,5.84,423.46
363.83,93.55,5859,5.81,422.38
363.92,93.55,5843,5.76,423.88
364.01,93.55,5804,5.72,423.38
364.1,93.55,5862,5.66,422.44
364.18,93.55,5860,5.7,422.73
364.27,93.55,5838,5.76,422.45
364.36,93.55,5823,5.77,423.6
364.45,93.55,5834,5.78,423.82
364.53,93.55,5837,5.77,423.7
364.62,93.55,5828,5.73,423.15
364.71,93.55,5818,5.68,422.27
364.8,93.55,5834,5.69,421.78
364.89,93.55,5880,5.78,421.85
364.97,93.55,5875,5.81,420.47
365.06,93.55,5823,5.77,422.32
365.15,93.55,5853,5.72,421.09
365.24,93.55,5884,5.77,421.13
365.33,93.55,5880,5.79,421.63
365.41,93.55,5890,5.74,422.16
365.5,93.55,5854,5.79,421.47
365.59,93.55,5849,5.81,419.55
365.68,93.55,5853,5.78,420.9
365.76,93.55,5838,5.75,422.29
365.85,93.55,5859,5.77,421.17
365.94,93.55,5864,5.78,421.31
366.03,93.55,5834,5.72,422.01
366.12,93.55,5833,5.7,421.55
366.2,93.55,5874,5.73,423.02
366.29,93.55,5890,5.8,422.7
366.38,93.55,5874,5.79,422.04
366.47,93.55,5895,5.79,419.05
366.55,93.55,5813,5.75,419.05
366.64,93.55,5813,5.71,420.83
366.73,93.55,5798,5.72,420.19
366.82,93.55,5813,5.73,420.08
366.91,93.55,5853,5.76,419.45
367,93.55,5886,5.82,419.62
367.08,93.55,5869,5.83,418.83
367.17,93.55,5864,5.79,420.75
367.26,93.55,5881,5.81,420.37
367.35,93.55,5844,5.83,420.09
367.43,93.55,5895,5.77,422.32
367.52,93.55,5838,5.77,420.86
367.61,93.55,5880,5.78,420.96
367.7,93.55,5880,5.78,419.88
367.79,93.55,5886,5.72,418.93
367.87,93.55,5872,5.75,419.81
367.96,93.55,5839,5.79,420.85
368.05,93.55,5833,5.73,420.88
368.14,93.55,5832,5.73,420.64
368.23,93.55,5818,5.75,420.31
368.31,93.55,5824,5.72,421
368.4,93.55,5848,5.77,420.57
368.49,93.55,5828,5.84,419.13
368.58,93.55,5859,5.8,421.12
368.66,93.55,5839,5.78,421.09
368.75,93.55,5793,5.74,420.76
368.84,93.55,5843,5.7,422.68
368.93,93.55,5844,5.71,423.12
369.02,93.55,5874,5.74,421.45
369.1,93.55,5840,5.75,422.27
369.19,93.55,5843,5.74,422.16
369.28,93.55,5835,5.77,420.51
369.37,93.55,5808,5.81,420.95
369.46,93.55,5869,5.8,420.9
369.54,93.55,5839,5.78,419.66
369.63,93.55,5843,5.76,419.03
369.72,93.55,5874,5.79,419.5
369.81,93.55,5844,5.81,419.53
369.89,93.55,5828,5.85,419.2
369.98,93.55,5844,5.83,419.38
370.07,93.55,5843,5.75,418.87
370.16,93.55,5788,5.75,418.97
370.25,93.55,5793,5.73,420.16
370.33,93.55,5823,5.75,420.8
370.42,93.55,5822,5.77,420.68
370.51,93.55,5834,5.76,419.23
370.6,93.55,5823,5.76,417.93
370.69,93.55,5828,5.77,418.91
370.77,93.55,5844,5.74,418.08
370.86,93.55,5854,5.76,417.27
370.95,93.55,5864,5.74,417.22
371.04,93.55,5875,5.76,416.71
371.13,93.55,5869,5.82,418.06
371.21,93.55,5928,5.83,418.73
371.3,93.55,5871,5.84,418.66
371.39,93.55,5881,5.77,418.66
371.48,93.55,5859,5.72,417.87
371.56,93.55,5880,5.7,418.95
371.65,93.55,5864,5.69,420.04
371.74,93.55,5864,5.66,419.89
371.83,93.55,5859,5.67,418.81
371.92,93.55,5818,5.68,419.19
372,93.55,5828,5.72,419.31
372.09,93.55,5864,5.78,419.12
372.18,93.55,5819,5.74,418.21
372.27,93.55,5859,5.69,417.22
372.36,93.55,5869,5.71,418.13
372.44,93.55,5833,5.71,419.12
372.53,93.55,5853,5.72,419.7
372.62,93.55,5889,5.75,419.58
372.71,93.55,5884,5.79,418.24
372.79,93.55,5859,5.75,418.47
372.88,93.55,5921,5.72,418.46
372.97,93.55,5918,5.76,419.06
373.06,93.55,5918,5.78,419.22
373.15,93.55,5839,5.77,418.08
373.23,93.55,5874,5.69,417.94
373.32,93.55,5843,5.72,420.64
373.41,93.55,5869,5.75,419.69
373.5,93.55,5880,5.79,419.36
373.59,93.55,5912,5.81,417.83
373.67,93.55,5880,5.78,417.69
373.76,93.55,5886,5.73,417.67
373.85,93.55,5905,5.73,418.62
373.94,93.55,5922,5.74,419.9
374.02,93.55,5960,5.76,419.64
374.11,93.55,5910,5.74,417.29
374.2,93.55,5885,5.66,417.05
374.29,93.55,5869,5.6,416.96
374.38,93.55,5923,5.62,418.27
374.47,93.55,5906,5.71,418.81
374.55,93.55,5911,5.76,416.61
374.64,93.55,5895,5.77,415.32
374.73,93.55,5911,5.75,416.61
374.82,93.55,5874,5.71,417.28
374.9,93.55,5864,5.62,418.55
374.99,93.55,5855,5.67,419.63
375.08,93.55,5895,5.73,419.22
375.17,93.55,5911,5.81,419.37
375.26,93.55,5864,5.81,420.23
375.34,93.55,5864,5.74,419.7
375.43,93.55,5885,5.77,417.79
375.52,93.55,5895,5.79,418.72
375.61,93.55,5909,5.78,417.89
375.69,93.55,5867,5.8,417.55
375.78,93.55,5849,5.77,418.51
375.87,93.55,5864,5.75,418.02
375.96,93.55,5880,5.74,417.29
376.05,93.55,5927,5.79,418.11
376.13,93.55,5906,5.85,418.18
376.22,93.55,5879,5.84,418.9
376.31,93.55,5917,5.83,418.46
376.4,93.55,5911,5.84,418.71
376.49,93.55,5890,5.82,420
376.57,93.55,5905,5.81,418.38
376.66,93.55,5927,5.85,417.55
376.75,93.55,5938,5.88,418.1
376.84,93.55,5933,5.84,417.46
376.92,93.55,5859,5.83,418.27
377.01,93.55,5863,5.82,419.12
377.1,93.55,5880,5.81,419.44
377.19,93.55,5895,5.84,418.48
377.28,93.55,5900,5.88,418.6
377.37,93.55,5890,5.88,419.29
377.45,93.55,5874,5.83,418.14
377.54,93.55,5854,5.77,417.9
377.63,93.55,5869,5.77,419.54
377.72,93.55,5895,5.8,419.44
377.8,93.55,5807,5.79,418.49
377.89,93.55,5817,5.71,416.27
377.98,93.55,5834,5.68,416.1
378.07,93.55,5859,5.7,418.72
